backpack	16.173	6.252	-2.175
vent	16.312	12.424	-0.507
cellphone	16.856	24.493	-1.387
backpack	9.593	29.613	-1.968
vent	5.691	31.078	-0.467
vent	6.536	37.270	-0.410
vent	5.252	37.726	-2.337
gas	2.365	41.498	-2.636
cellphone	-0.021	35.192	-1.570
survivor	-2.060	39.639	-2.099
cube	-2.779	40.716	0.015
vent	-2.757	42.943	-0.703
gas	-12.428	38.415	-2.642
backpack	-4.420	38.433	-1.476
vent	-6.200	57.564	-0.769
backpack	-8.249	67.032	-3.073
backpack	2.733	82.562	-3.225
vent	23.198	82.141	-0.807
backpack	23.250	76.367	0.735
survivor	27.732	77.955	-1.402
vent	35.466	76.766	-0.149
cellphone	28.716	56.422	0.396
backpack	28.918	54.346	0.472
gas	25.247	49.573	-2.636
vent	23.849	47.646	-2.331
survivor	22.830	43.323	-2.132
vent	16.852	45.652	-0.505
fireextinguisher	18.995	6.184	-1.724
backpack	22.218	13.219	-2.795
fireextinguisher	19.691	14.247	-1.819
fireextinguisher	21.302	21.275	-1.779
survivor	26.412	27.885	-2.804
cellphone	26.827	30.126	-2.403
drill	37.586	28.319	-3.330
fireextinguisher	37.726	29.067	-2.467
cube	38.475	35.244	-2.831
backpack	37.718	38.398	-3.274
fireextinguisher	32.304	37.460	-2.221
cellphone	34.116	46.369	-3.454
backpack	37.282	47.555	-2.462
fireextinguisher	38.073	45.258	-2.194
fireextinguisher	41.835	44.808	-2.334
survivor	47.970	41.387	-3.425
drill	32.279	62.883	-3.400
fireextinguisher	24.110	73.428	-2.567
fireextinguisher	23.831	80.116	-2.355
cellphone	26.317	78.550	-3.434
fireextinguisher	32.639	79.514	-3.238
survivor	37.240	66.609	-3.193
drill	44.827	77.094	-3.647
drill	21.450	2.903	-2.064
rope	27.037	5.672	-1.400
backpack	29.217	5.221	-2.283
rope	34.696	6.791	-1.579
rope	41.178	-1.821	-1.455
backpack	49.283	-20.214	-1.630
survivor	45.789	-20.967	-2.113
helmet	43.848	-18.020	-1.940
cellphone	38.384	16.876	-1.032
cellphone	41.066	22.391	-2.353
rope	40.751	27.058	-1.859
helmet	42.219	31.199	-2.881
rope	45.384	41.969	-0.802
cube	45.606	42.438	-0.943
backpack	47.374	44.215	-0.777
survivor	52.602	38.012	-3.101
rope	55.554	45.340	-2.267
helmet	50.708	63.537	-3.006
rope	56.274	69.372	-2.410
rope	58.337	78.970	-3.311
helmet	58.785	89.678	-3.046
survivor	67.591	64.533	-2.128
cellphone	68.380	65.644	-2.344
rope	63.110	81.295	-3.227
rope	61.580	105.242	-4.192
rope	57.028	104.693	-3.454
cellphone	56.409	107.671	-3.996
rope	62.419	108.100	-1.968
rope	68.968	102.119	-3.579
helmet	60.583	140.839	-0.512
